names_original,names_wo_authors,scientificName_status,scientificName_new
Stylosanthes tomentosa M.B.Ferreira & Sousa Costa,Stylosanthes tomentosa Costa,name_w_authors,Stylosanthes tomentosa
Zornia mitziana Sousa Costa,Zornia mitziana Costa,name_w_authors,Zornia mitziana
Actinocephalus graminifolius F.N. Costa,Actinocephalus graminifolius Costa,name_w_authors,Actinocephalus graminifolius
Bermudiana bulbosa (Mill.) Molina,Bermudiana bulbosa Molina,name_w_authors,Bermudiana bulbosa
Andrachne pumila (Raf.) Rydb.,Andrachne pumila Rydb.,name_w_authors,Andrachne pumila
Glomus brohultii Sieverd. & Herrera,Glomus brohultii Herrera,name_w_authors,Glomus brohultii
Lepidolejeunea ornata (H.Rob.) R.M.Schust.,Lepidolejeunea ornata (H.Rob.),name_w_authors,Lepidolejeunea ornata
Stenophalium heringeri (H.Rob.) Anderb.,Stenophalium heringeri (H.Rob.),name_w_authors,Stenophalium heringeri
Vernonanthura vinhae (H.Rob.) H.Rob.,Vernonanthura vinhae (H.Rob.),name_w_authors,Vernonanthura vinhae
Vulpia megalura (Nutt.) Rydb.,Vulpia megalura Rydb.,name_w_authors,Vulpia megalura
Dimerostemma bahiense (H.Rob.) M.D.Moraes,Dimerostemma bahiense (H.Rob.),name_w_authors,Dimerostemma bahiense
Lepidaploa alvimii (H.Rob.) H.Rob.,Lepidaploa alvimii (H.Rob.),name_w_authors,Lepidaploa alvimii
Vernonia amambaia (H.Rob.) Dematt.,Vernonia amambaia (H.Rob.),name_w_authors,Vernonia amambaia
Wenderothia obidensis (Ducke) Piper,Wenderothia obidensis Piper,name_w_authors,Wenderothia obidensis
Lepidaploa tombadorensis (H.Rob.) H.Rob.,Lepidaploa tombadorensis (H.Rob.),name_w_authors,Lepidaploa tombadorensis
Anemopaegma arvense (Vell.) Stellfeld ex de Souza,Anemopaegma arvense Souza,name_w_authors,Anemopaegma arvense
Coelomoron tropicale Senna et al.,Coelomoron tropicale Senna,name_w_authors,Coelomoron tropicale
Dasygloea brasiliensis (Senna & Ferreira) Senna & Komárek,Dasygloea brasiliensis Senna,name_w_authors,Dasygloea brasiliensis
Lyngbya brasiliensis Senna & Ferreira,Lyngbya brasiliensis Senna,name_w_authors,Lyngbya brasiliensis
Dasygloea terrestris (M.T.P.Azevedo) Senna & Komárek,Dasygloea terrestris Senna,name_w_authors,Dasygloea terrestris
Porophyllum leiocarpum (Urb.) Rydb.,Porophyllum leiocarpum Rydb.,name_w_authors,Porophyllum leiocarpum
Fulvifomes fastuosus (Lév.) Bondartseva & S. Herrera,Fulvifomes fastuosus Herrera,name_w_authors,Fulvifomes fastuosus
Mimosa caven Molina,Mimosa caven Molina,name_w_authors,Mimosa caven
Acacia caven (Molina) Molina,Acacia caven Molina,name_w_authors,Acacia caven
Mitracarpus eitenii E.B. Souza & E.L. Cabral,Mitracarpus eitenii Souza,name_w_authors,Mitracarpus eitenii
Aldama aspilioides (Baker) E.E.Schill. & Panero,Aldama aspilioides Panero,name_w_authors,Aldama aspilioides
Aldama arenaria (Baker) E.E.Schill. & Panero,Aldama arenaria Panero,name_w_authors,Aldama arenaria
Aldama bakeriana (S.F.Blake) E.E.Schill. & Panero,Aldama bakeriana Panero,name_w_authors,Aldama bakeriana
Aldama bracteata (Gardner) E.E.Schill. & Panero,Aldama bracteata Panero,name_w_authors,Aldama bracteata
Aldama discolor (Baker) E.E.Schill. & Panero,Aldama discolor Panero,name_w_authors,Aldama discolor
Aldama filifolia (Sch.Bip. ex Baker) E.E.Schill. & Panero,Aldama filifolia Panero,name_w_authors,Aldama filifolia
Aldama gardneri (Baker) E.E.Schill. & Panero,Aldama gardneri Panero,name_w_authors,Aldama gardneri
Aldama goyasensis (H.Rob. & A.J.Moore) E.E.Schill. & Panero,Aldama goyasensis Panero,name_w_authors,Aldama goyasensis
Aldama goyazii E.E.Schill. & Panero,Aldama goyazii Panero,name_w_authors,Aldama goyazii
Aldama grandiflora (Gardner) E.E.Schill. & Panero,Aldama grandiflora Panero,name_w_authors,Aldama grandiflora
Aldama kunthiana (Gardner) E.E.Schill. & Panero,Aldama kunthiana Panero,name_w_authors,Aldama kunthiana
Aldama laxicymosa (H.Rob. & A.J.Moore) E.E.Schill. & Panero,Aldama laxicymosa Panero,name_w_authors,Aldama laxicymosa
Aldama linearifolia (Chodat) E.E.Schill. & Panero,Aldama linearifolia Panero,name_w_authors,Aldama linearifolia
Aldama macrorhiza (Baker) E.E.Schill. & Panero,Aldama macrorhiza Panero,name_w_authors,Aldama macrorhiza
Aldama meridionalis (Magenta) E.E.Schill. & Panero,Aldama meridionalis Panero,name_w_authors,Aldama meridionalis
Aldama nudicaulis (Baker) E.E.Schill. & Panero,Aldama nudicaulis Panero,name_w_authors,Aldama nudicaulis
Aldama nudibasilaris (S.F.Blake) E.E.Schill. & Panero,Aldama nudibasilaris Panero,name_w_authors,Aldama nudibasilaris
Aldama oblongifolia (Gardner) E.E.Schill. & Panero,Aldama oblongifolia Panero,name_w_authors,Aldama oblongifolia
Aldama pilicaulis (S.F.Blake) E.E.Schill. & Panero,Aldama pilicaulis Panero,name_w_authors,Aldama pilicaulis
Aldama pilosa (Baker) E.E.Schill. & Panero,Aldama pilosa Panero,name_w_authors,Aldama pilosa
Aldama robusta (Gardner) E.E.Schill. & Panero,Aldama robusta Panero,name_w_authors,Aldama robusta
Aldama rubra (Magenta & Pirani) E.E.Schill. & Panero,Aldama rubra Panero,name_w_authors,Aldama rubra
Aldama santacatarinensis (H.Rob. & A.J.Moore) E.E.Schill. & Panero,Aldama santacatarinensis Panero,name_w_authors,Aldama santacatarinensis
Aldama squalida (S.Moore) E.E.Schill. & Panero,Aldama squalida Panero,name_w_authors,Aldama squalida
Aldama tenuifolia (Gardner) E.E.Schill. & Panero,Aldama tenuifolia Panero,name_w_authors,Aldama tenuifolia
Aldama tuberosa (Griseb.) E.E.Schill. & Panero,Aldama tuberosa Panero,name_w_authors,Aldama tuberosa
Aldama veredensis (Magenta & Pirani) E.E.Schill. & Panero,Aldama veredensis Panero,name_w_authors,Aldama veredensis
Aldama vernonioides (Baker) E.E.Schill. & Panero,Aldama vernonioides Panero,name_w_authors,Aldama vernonioides
Thozetella submersa F.R. Barbosa & Gusmão,Thozetella submersa Barbosa,name_w_authors,Thozetella submersa
Morganella rimosa Baseia & Alfredo sp. nov.,Morganella rimosa sp.,indet,Morganella rimosa
"Fuscutata savannicola (R.A. Herrera & Ferrer) Oehl, F.A. Souza & Sieverd.",Fuscutata savannicola Herrera Souza,name_w_authors,Fuscutata savannicola
Pecluma chnoophora (Kunze) Salino & Costa Assis,Pecluma chnoophora Costa,name_w_authors,Pecluma chnoophora
"Matayba obovata R. L. G. Coelho, V. C. Souza & Ferrucci",Matayba obovata Souza,name_w_authors,Matayba obovata
"Mitracarpus carajasensis E.L. Cabral, Sobrado & E.B. Souza",Mitracarpus carajasensis Souza,name_w_authors,Mitracarpus carajasensis
"Mitracarpus federalensis E.L. Cabral, Sobrado & E.B. Souza",Mitracarpus federalensis Souza,name_w_authors,Mitracarpus federalensis
Syagrus pompeoi K. Soares & R. Pimenta,Syagrus pompeoi Pimenta,name_w_authors,Syagrus pompeoi
Dactylaria saccardoana FR Barbosa & Gusmão,Dactylaria saccardoana Barbosa,name_w_authors,Dactylaria saccardoana
Streptopogon brasiliensis Casado ex D.P. Costa,Streptopogon brasiliensis Costa,name_w_authors,Streptopogon brasiliensis
Actinocephalus actinocephaloides (Silveira) F. N. Costa,Actinocephalus actinocephaloides Costa,name_w_authors,Actinocephalus actinocephaloides
Actinocephalus arenicola (Silveira) F. N. Costa,Actinocephalus arenicola Costa,name_w_authors,Actinocephalus arenicola
Actinocephalus armeria (Mart. ex Körn.) F. N. Costa,Actinocephalus armeria Costa,name_w_authors,Actinocephalus armeria
Actinocephalus bahiensis (Bong.) F. N. Costa,Actinocephalus bahiensis Costa,name_w_authors,Actinocephalus bahiensis
Actinocephalus barbiger (Silveira) F. N. Costa,Actinocephalus barbiger Costa,name_w_authors,Actinocephalus barbiger
Actinocephalus geniculatus (Bong.) F. N. Costa,Actinocephalus geniculatus Costa,name_w_authors,Actinocephalus geniculatus
Actinocephalus glareosus (Bong.) F. N. Costa,Actinocephalus glareosus Costa,name_w_authors,Actinocephalus glareosus
Actinocephalus heteropus (Silveira) F. N. Costa,Actinocephalus heteropus Costa,name_w_authors,Actinocephalus heteropus
Actinocephalus incanus (Bong.) F. N. Costa,Actinocephalus incanus Costa,name_w_authors,Actinocephalus incanus
Actinocephalus longifolius (Körn) F. N. Costa,Actinocephalus longifolius Costa,name_w_authors,Actinocephalus longifolius
Actinocephalus perbracchiatus (Silveira) F. N. Costa,Actinocephalus perbracchiatus Costa,name_w_authors,Actinocephalus perbracchiatus
Actinocephalus phaeocephalus (Ruhland) F. N. Costa,Actinocephalus phaeocephalus Costa,name_w_authors,Actinocephalus phaeocephalus
Actinocephalus rhizomatosus (Silveira) F. N. Costa,Actinocephalus rhizomatosus Costa,name_w_authors,Actinocephalus rhizomatosus
Actinocephalus scytophyllus (Ruhland) F. N. Costa,Actinocephalus scytophyllus Costa,name_w_authors,Actinocephalus scytophyllus
Actinocephalus trichopeplus (Silveira) F. N. Costa,Actinocephalus trichopeplus Costa,name_w_authors,Actinocephalus trichopeplus
Actinocephalus velutinus (Silveira) F. N. Costa,Actinocephalus velutinus Costa,name_w_authors,Actinocephalus velutinus
Aldama subdentata (S. F. Blake) E. E. Schill. & Panero,Aldama subdentata Panero,name_w_authors,Aldama subdentata
Aldama imbricata (Baker) E. E. Schill. & Panero,Aldama imbricata Panero,name_w_authors,Aldama imbricata
Aldama angustissima (S. F. Blake) E. E. Schill. & Panero,Aldama angustissima Panero,name_w_authors,Aldama angustissima
Aldama tuberculata (S. F. Blake) E. E. Schill. & Panero,Aldama tuberculata Panero,name_w_authors,Aldama tuberculata
Aldama salicifolia (Hassl.) E.E. Schill. & Panero,Aldama salicifolia Panero,name_w_authors,Aldama salicifolia
Aldama ovatifolia (Baker) E.E. Schill. & Panero,Aldama ovatifolia Panero,name_w_authors,Aldama ovatifolia
Aldama weddellii (S. F. Blake) E.E. Schill. & Panero,Aldama weddellii Panero,name_w_authors,Aldama weddellii
Aldama hypoleuca (S.F. Blake) E.E. Schill. & Panero,Aldama hypoleuca Panero,name_w_authors,Aldama hypoleuca
Aldama macropoda (S. F. Blake) E. E. Schill. & Panero,Aldama macropoda Panero,name_w_authors,Aldama macropoda
Vriesea carmeniae R. Moura & A. F. Costa,Vriesea carmeniae Costa,name_w_authors,Vriesea carmeniae
Vriesea gelatinosa R. Moura & A.F. Costa,Vriesea gelatinosa Costa,name_w_authors,Vriesea gelatinosa
Sloanea hatschbachii D. Sampaio & V.C. Souza,Sloanea hatschbachii Souza,name_w_authors,Sloanea hatschbachii
Sloanea fasciculata D. Sampaio & V.C. Souza,Sloanea fasciculata Souza,name_w_authors,Sloanea fasciculata
Chamaecrista frondosa M.J. Silva & A.O. Souza,Chamaecrista frondosa Souza,name_w_authors,Chamaecrista frondosa
Wedelia bishoplecta (H.Rob.) B.L.Turner,Wedelia bishoplecta (H.Rob.),name_w_authors,Wedelia bishoplecta
Wedelia heringeriana (H.Rob.) B.L.Turner,Wedelia heringeriana (H.Rob.),name_w_authors,Wedelia heringeriana
Wedelia simpsoniae (H.Rob.) B.L.Turner,Wedelia simpsoniae (H.Rob.),name_w_authors,Wedelia simpsoniae
Phaseolus robusta Piper,Phaseolus robusta Piper,name_w_authors,Phaseolus robusta
Oncidium pulchellum form. hartii (Moir) Withner,Oncidium pulchellum hartii,name_w_authors,Oncidium pulchellum
Oncidium pulchellum form. concavum (Moir) Withner,Oncidium pulchellum concavum,name_w_authors,Oncidium pulchellum
Oncidium pulchellum form. jamaicense (Moir & A.D.Hawkes) Withner,Oncidium pulchellum jamaicense,name_w_authors,Oncidium pulchellum
Oncidium pulchellum form. withnerianum (Moir) Withner,Oncidium pulchellum withnerianum,name_w_authors,Oncidium pulchellum
Trichocentrum cepula form. purum (L.C.Menezes) Meneguzzo,Trichocentrum cepula purum,name_w_authors,Trichocentrum cepula
Oncidium cebolleta form. purum (L.C.Menezes) F.Barros & J.A.N.Bat.,Oncidium cebolleta purum,name_w_authors,Oncidium cebolleta
Oncidium urophyllum form. flavum R.J.Midgett,Oncidium urophyllum flavum,name_w_authors,Oncidium urophyllum
Goniopteris multigemmifera (Salino) Salino & T.E. Almeida,Goniopteris multigemmifera Almeida,name_w_authors,Goniopteris multigemmifera
Cabralea cangerana Saldanha,Cabralea cangerana Saldanha,name_w_authors,Cabralea cangerana
Phaseolus robustus Piper,Phaseolus robustus Piper,name_w_authors,Phaseolus robustus
Salix chilensis Molina,Salix chilensis Molina,name_w_authors,Salix chilensis
Symplocos lanceolata form. intergerrima A.DC.,Symplocos lanceolata intergerrima,name_w_authors,Symplocos lanceolata
Matayba marginata form. genuina Radlk.,Matayba marginata genuina,name_w_authors,Matayba marginata
Matayba guianensis form. micrantha Aubl.,Matayba guianensis micrantha,name_w_authors,Matayba guianensis
Matayba marginata form. elongata Radlk.,Matayba marginata elongata,name_w_authors,Matayba marginata
Capparis cynophallophora form. laetevirens L.,Capparis cynophallophora laetevirens,name_w_authors,Capparis cynophallophora
Capparis cynophallophora form. latifolia L.,Capparis cynophallophora latifolia,name_w_authors,Capparis cynophallophora
Combretum jacquinii form. laxum (Jacq.) Eichler,Combretum jacquinii laxum,name_w_authors,Combretum jacquinii
Pogonophora schomburgkiana form. longifolia Miers ex Benth.,Pogonophora schomburgkiana longifolia,name_w_authors,Pogonophora schomburgkiana
Peperomia diaphana form. major Dahlst.,Peperomia diaphana major,name_w_authors,Peperomia diaphana
Peperomia obtusifolia form. oblongifolia Miq.,Peperomia obtusifolia oblongifolia,name_w_authors,Peperomia obtusifolia
Combretum jacquinii form. ovatifolium (Pohl) Eichler,Combretum jacquinii ovatifolium,name_w_authors,Combretum jacquinii
Bowlesia incana form. tenera (Spreng.) Urb.,Bowlesia incana tenera,name_w_authors,Bowlesia incana
Steiropteris hatschbachii (A.R. Sm.) Salino & T.E. Almeida,Steiropteris hatschbachii Almeida,name_w_authors,Steiropteris hatschbachii
Chamaecrista floribunda M. J. Silva & A. O. Souza,Chamaecrista floribunda Souza,name_w_authors,Chamaecrista floribunda
Chamaecrista irwiniana A.O. Souza & M.J. Silva,Chamaecrista irwiniana Souza,name_w_authors,Chamaecrista irwiniana
Chamaecrista tenuicaulis A. O. Souza & M. J. Silva,Chamaecrista tenuicaulis Souza,name_w_authors,Chamaecrista tenuicaulis
Chamaecrista sparsifolia A. O. Souza & M. J. Silva,Chamaecrista sparsifolia Souza,name_w_authors,Chamaecrista sparsifolia
Chamaecrista obolaria (H.S. Irwin & Barneby) A.O. Souza & M.J. Silva,Chamaecrista obolaria Souza,name_w_authors,Chamaecrista obolaria
Lapidia apicifolia Roque & S.C. Ferreira,Lapidia apicifolia S.C.,name_w_authors,Lapidia apicifolia
Aldama subtruncata (H. Rob. & A.J. Moore) E.E. Schilling & Panero,Aldama subtruncata Panero,name_w_authors,Aldama subtruncata
Eumachia depauperata (Müll. Arg.) M.R. Barbosa & M.S.Pereira,Eumachia depauperata Barbosa,name_w_authors,Eumachia depauperata
Rudgea minutifolia Bruniera & Torres-Leite,Rudgea minutifolia Bruniera,name_w_authors,Rudgea minutifolia
"Diplasiolejeunea cubatensis R. Prudêncio, Z.R. Mello & D.P. Costa",Diplasiolejeunea cubatensis Costa,name_w_authors,Diplasiolejeunea cubatensis
"Borreria apodiensis E.L. Cabral,L.M. Miguel & E.B. Souza",Borreria apodiensis Souza,name_w_authors,Borreria apodiensis
Connarus manausensis C. Toledo & V. C. Souza,Connarus manausensis Souza,name_w_authors,Connarus manausensis
Connarus ramiflorus C. Toledo & V. C. Souza,Connarus ramiflorus Souza,name_w_authors,Connarus ramiflorus
"Borreria minensis E.L. Cabral, L.M. Miguel & E.B. Souza",Borreria minensis Souza,name_w_authors,Borreria minensis
"Sciodaphyllum asymmetricum (Frodin) Lowry, G.M. Plunkett & M.M. Mora",Sciodaphyllum asymmetricum Mora,name_w_authors,Sciodaphyllum asymmetricum
"Sciodaphyllum concolor (Frodin) Lowry, G.M. Plunkett & M.M. Mora",Sciodaphyllum concolor Mora,name_w_authors,Sciodaphyllum concolor
"Sciodaphyllum duidae (Steyerm.) Lowry, G.M. Plunkett & M.M. Mora",Sciodaphyllum duidae Mora,name_w_authors,Sciodaphyllum duidae
"Sciodaphyllum monospermum (Maguire, Steyerm. & Frodin) Lowry, G.M. Plunkett & M.M. Mora",Sciodaphyllum monospermum Mora,name_w_authors,Sciodaphyllum monospermum
"Sciodaphyllum tremuloideum (Maguire, Steyerm. & Frodin) Lowry, G.M. Plunkett & M.M. Mora",Sciodaphyllum tremuloideum Mora,name_w_authors,Sciodaphyllum tremuloideum
