taxonid,family,genus,scientificname,specificepithet,infraspecificepithet,scientificnameauthorship,taxonomicstatus,taxonid_base,scientificName_base
63725,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus organensis Burret,organensis,NA,Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63718,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus emarginatus Burret,emarginatus,NA,Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63719,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus fulvescens (Mart. ex DC.) O.Berg,fulvescens,NA,(Mart. ex DC.) O.Berg,SINONIMO,10823,Pimenta pseudocaryophyllus
63723,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus leandrianus (O.Berg) Burret,leandrianus,NA,(O.Berg) Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63724,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus mutabilis (O.Berg) Burret,mutabilis,NA,(O.Berg) Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63716,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus costatus O.Berg,costatus,NA,O.Berg,SINONIMO,10823,Pimenta pseudocaryophyllus
63691,Myrtaceae,Pimenta,Pimenta fulvescens (Mart. ex DC.) Blume,fulvescens,NA,(Mart. ex DC.) Blume,SINONIMO,10823,Pimenta pseudocaryophyllus
63730,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus theifer Toledo,theifer,NA,Toledo,SINONIMO,10823,Pimenta pseudocaryophyllus
63731,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus uniflorus Burret,uniflorus,NA,Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63727,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus platyphyllus Burret ex Luetzelb.,platyphyllus,NA,Burret ex Luetzelb.,SINONIMO,10823,Pimenta pseudocaryophyllus
63721,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus hoehnei Burret,hoehnei,NA,Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63729,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus sericeus O.Berg,sericeus,NA,O.Berg,SINONIMO,10823,Pimenta pseudocaryophyllus
63715,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus chrysophyllus Burret,chrysophyllus,NA,Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63728,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus seemannii Triana ex Hemsl.,seemannii,NA,Triana ex Hemsl.,SINONIMO,10823,Pimenta pseudocaryophyllus
63732,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus velutinus O.Berg,velutinus,NA,O.Berg,SINONIMO,10823,Pimenta pseudocaryophyllus
63458,Myrtaceae,Myrtus,Myrtus aequalis Vell.,aequalis,NA,Vell.,SINONIMO,10823,Pimenta pseudocaryophyllus
63713,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus acuminatus (Link) Burret,acuminatus,NA,(Link) Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63726,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus pabstianus D.Legrand,pabstianus,NA,D.Legrand,SINONIMO,10823,Pimenta pseudocaryophyllus
63722,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus jaccoudii Mattos,jaccoudii,NA,Mattos,SINONIMO,10823,Pimenta pseudocaryophyllus
62165,Myrtaceae,Eugenia,Eugenia mutabilis O.Berg,mutabilis,NA,O.Berg,SINONIMO,10823,Pimenta pseudocaryophyllus
63720,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus glaziovianus (Kiaersk.) Burret,glaziovianus,NA,(Kiaersk.) Burret,SINONIMO,10823,Pimenta pseudocaryophyllus
63717,Myrtaceae,Pseudocaryophyllus,Pseudocaryophyllus crenatus D.Legrand,crenatus,NA,D.Legrand,SINONIMO,10823,Pimenta pseudocaryophyllus
10860,Myrtaceae,Psidium,Psidium cupreum DC.,cupreum,NA,DC.,SINONIMO,10883,Psidium rufum
63944,Myrtaceae,Psidium,Psidium rufum var. rotundifolium Kiaersk.,rufum,rotundifolium,Kiaersk.,SINONIMO,10883,Psidium rufum
31645,Myrtaceae,Psidium,Psidium lagoense Kiaersk.,lagoense,NA,Kiaersk.,SINONIMO,10883,Psidium rufum
60950,Myrtaceae,Abbevillea,Abbevillea recurvata O.Berg,recurvata,NA,O.Berg,SINONIMO,10883,Psidium rufum
60951,Myrtaceae,Abbevillea,Abbevillea regeliana O.Berg,regeliana,NA,O.Berg,SINONIMO,10883,Psidium rufum
61638,Myrtaceae,Campomanesia,Campomanesia martiana O.Berg,martiana,NA,O.Berg,SINONIMO,10883,Psidium rufum
61662,Myrtaceae,Campomanesia,Campomanesia recurvata (O.Berg) Nied.,recurvata,NA,(O.Berg) Nied.,SINONIMO,10883,Psidium rufum
61663,Myrtaceae,Campomanesia,Campomanesia regeliana (O.Berg) Kiaersk.,regeliana,NA,(O.Berg) Kiaersk.,SINONIMO,10883,Psidium rufum
62575,Myrtaceae,Guajava,Guajava cuprea (O.Berg) Kuntze,cuprea,NA,(O.Berg) Kuntze,SINONIMO,10883,Psidium rufum
62598,Myrtaceae,Guajava,Guajava macrosperma (O.Berg) Kuntze,macrosperma,NA,(O.Berg) Kuntze,SINONIMO,10883,Psidium rufum
62621,Myrtaceae,Guajava,Guajava pilosa (Vell.) Kuntze,pilosa,NA,(Vell.) Kuntze,SINONIMO,10883,Psidium rufum
62644,Myrtaceae,Guajava,Guajava widgreniana (O.Berg) Kuntze,widgreniana,NA,(O.Berg) Kuntze,SINONIMO,10883,Psidium rufum
63876,Myrtaceae,Psidium,Psidium macrospermum O.Berg,macrospermum,NA,O.Berg,SINONIMO,10883,Psidium rufum
63918,Myrtaceae,Psidium,Psidium pilosum Vell.,pilosum,NA,Vell.,SINONIMO,10883,Psidium rufum
63987,Myrtaceae,Psidium,Psidium widgrenianum O.Berg,widgrenianum,NA,O.Berg,SINONIMO,10883,Psidium rufum
128301,Plantaginaceae,Mecardonia,Mecardonia montevidensis (Spreng.) Pennell,montevidensis,NA,(Spreng.) Pennell,SINONIMO,12903,Mecardonia procumbens
26060,Rubiaceae,Alibertia,Alibertia concolor (Cham.) K.Schum.,concolor,NA,(Cham.) K.Schum.,SINONIMO,13891,Cordiera concolor
32516,Rubiaceae,Alibertia,Alibertia vaccinioides K.Schum.,vaccinioides,NA,K.Schum.,SINONIMO,13891,Cordiera concolor
71434,Rubiaceae,Alibertia,Alibertia stricta Zahlbr.,stricta,NA,Zahlbr.,SINONIMO,13891,Cordiera concolor
71424,Rubiaceae,Alibertia,Alibertia hassleriana Chodat,hassleriana,NA,Chodat,SINONIMO,13891,Cordiera concolor
72296,Rubiaceae,Cordiera,Cordiera vaccinioides (K.Schum.) Kuntze,vaccinioides,NA,(K.Schum.) Kuntze,SINONIMO,13891,Cordiera concolor
72797,Rubiaceae,Gardeniola,Gardeniola concolor Cham.,concolor,NA,Cham.,SINONIMO,13891,Cordiera concolor
72771,Rubiaceae,Gardenia,Gardenia concolor D.Dietr.,concolor,NA,D.Dietr.,SINONIMO,13891,Cordiera concolor
74465,Rubiaceae,Scepseothamnus,Scepseothamnus gardenioloides Cham.,gardenioloides,NA,Cham.,SINONIMO,13891,Cordiera concolor
73807,Rubiaceae,Psychotria,Psychotria coronata Vell.,coronata,NA,Vell.,SINONIMO,14248,Rudgea coronata
74949,Rubiaceae,Uragoga,Uragoga coronata (Vell.) Kuntze,coronata,NA,(Vell.) Kuntze,SINONIMO,14248,Rudgea coronata
87583,Rubiaceae,Rudgea,Rudgea basiostylis Müll.Arg.,basiostylis,NA,Müll.Arg.,SINONIMO,14248,Rudgea coronata
598265,Vochysiaceae,Callisthene,Callisthene blanchetii Warm.,blanchetii,NA,Warm.,SINONIMO,15276,Callisthene major
599070,Vochysiaceae,Qualea,Qualea cryptantiia (Spreng.) Warm.,cryptantiia,NA,(Spreng.) Warm.,SINONIMO,15283,Qualea cryptantha
47983,Chrysobalanaceae,Couepia,Couepia duckei Huber,duckei,NA,Huber,SINONIMO,16777,Couepia paraensis
48003,Chrysobalanaceae,Couepia,Couepia vismioides Klotzsch ex Hook.f.,vismioides,NA,Klotzsch ex Hook.f.,SINONIMO,16777,Couepia paraensis
48203,Chrysobalanaceae,Moquilea,Moquilea paraensis Mart. & Zucc.,paraensis,NA,Mart. & Zucc.,SINONIMO,16777,Couepia paraensis
47987,Chrysobalanaceae,Couepia,Couepia glaucescens Spruce ex Hook.f.,glaucescens,NA,Spruce ex Hook.f.,SINONIMO,16777,Couepia paraensis
594964,Chrysobalanaceae,Couepia,Couepia rivalis Spruce,rivalis,NA,Spruce,SINONIMO,16777,Couepia paraensis
28293,Clusiaceae,Clusia,Clusia cambessedii Planch. & Triana,cambessedii,NA,Planch. & Triana,SINONIMO,6832,Clusia criuva
53908,Euphorbiaceae,Actinostemon,Actinostemon concolor var. grandifolius (Baill.) Müll.Arg.,concolor,grandifolius,(Baill.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53913,Euphorbiaceae,Actinostemon,Actinostemon concolor var. obovatus (Müll.Arg.) Müll.Arg.,concolor,obovatus,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53905,Euphorbiaceae,Actinostemon,Actinostemon concolor var. ellipticus (Müll.Arg.) Müll.Arg.,concolor,ellipticus,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53915,Euphorbiaceae,Actinostemon,Actinostemon concolor var. riedelii Müll.Arg.,concolor,riedelii,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53904,Euphorbiaceae,Actinostemon,Actinostemon concolor var. bicolor Müll.Arg.,concolor,bicolor,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53906,Euphorbiaceae,Actinostemon,Actinostemon concolor var. gardneri (Müll.Arg.) Müll.Arg.,concolor,gardneri,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53914,Euphorbiaceae,Actinostemon,Actinostemon concolor var. platyphyllos (Müll.Arg.) Müll.Arg.,concolor,platyphyllos,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53909,Euphorbiaceae,Actinostemon,Actinostemon concolor var. intermedius (Müll.Arg.) Müll.Arg.,concolor,intermedius,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53907,Euphorbiaceae,Actinostemon,Actinostemon concolor var. genuinus Müll.Arg.,concolor,genuinus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53911,Euphorbiaceae,Actinostemon,Actinostemon concolor var. microphyllus (Müll.Arg.) Müll.Arg.,concolor,microphyllus,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53917,Euphorbiaceae,Actinostemon,Actinostemon concolor var. variifolius (Müll.Arg.) Müll.Arg.,concolor,variifolius,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53916,Euphorbiaceae,Actinostemon,Actinostemon concolor var. sellowii (Müll.Arg.) Müll.Arg.,concolor,sellowii,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53903,Euphorbiaceae,Actinostemon,Actinostemon concolor var. angustifolius (Klotzsch ex Regel) Müll.Arg.,concolor,angustifolius,(Klotzsch ex Regel) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53902,Euphorbiaceae,Actinostemon,Actinostemon concolor var. acutissimus (Müll.Arg.) Müll.Arg.,concolor,acutissimus,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53912,Euphorbiaceae,Actinostemon,Actinostemon concolor var. mucronatus (Müll.Arg.) Müll.Arg.,concolor,mucronatus,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53910,Euphorbiaceae,Actinostemon,Actinostemon concolor var. longifolius (Müll.Arg.) Müll.Arg.,concolor,longifolius,(Müll.Arg.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53901,Euphorbiaceae,Actinostemon,Actinostemon concolor var. acuminatus (Baill.) Müll.Arg.,concolor,acuminatus,(Baill.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53945,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. bicolor Müll.Arg.,polymorphus,bicolor,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53950,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. longifolius Müll.Arg.,polymorphus,longifolius,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53940,Euphorbiaceae,Actinostemon,Actinostemon multiflorus var. leptostachys Chodat,multiflorus,leptostachys,Chodat,SINONIMO,17448,Actinostemon concolor
53953,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. sellowii Müll.Arg.,polymorphus,sellowii,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53952,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. obovatus Müll.Arg.,polymorphus,obovatus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53949,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. intermedius Müll.Arg.,polymorphus,intermedius,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53947,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. gardneri Müll.Arg.,polymorphus,gardneri,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53944,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. angustatus Müll.Arg.,polymorphus,angustatus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53946,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. ellipticus Müll.Arg.,polymorphus,ellipticus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53951,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. mucronatus Müll.Arg.,polymorphus,mucronatus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53954,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. variifolius Müll.Arg.,polymorphus,variifolius,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53943,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. acutissimus Müll.Arg.,polymorphus,acutissimus,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
35639,Euphorbiaceae,Actinostemon,Actinostemon multiflorus Müll.Arg.,multiflorus,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
35642,Euphorbiaceae,Actinostemon,Actinostemon sparsifolius (Müll.Arg.) Pax,sparsifolius,NA,(Müll.Arg.) Pax,SINONIMO,17448,Actinostemon concolor
35637,Euphorbiaceae,Actinostemon,Actinostemon macrocarpus Müll.Arg.,macrocarpus,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53887,Euphorbiaceae,Actinostemon,Actinostemon angustifolius (Müll.Arg.) Pax,angustifolius,NA,(Müll.Arg.) Pax,SINONIMO,17448,Actinostemon concolor
53942,Euphorbiaceae,Actinostemon,Actinostemon polymorphus Müll.Arg.,polymorphus,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
53886,Euphorbiaceae,Actinostemon,Actinostemon acuminatus Baill.,acuminatus,NA,Baill.,SINONIMO,17448,Actinostemon concolor
53935,Euphorbiaceae,Actinostemon,Actinostemon grandifolius Baill.,grandifolius,NA,Baill.,SINONIMO,17448,Actinostemon concolor
53939,Euphorbiaceae,Actinostemon,Actinostemon marginatus Klotzsch ex Baill.,marginatus,NA,Klotzsch ex Baill.,SINONIMO,17448,Actinostemon concolor
53955,Euphorbiaceae,Actinostemon,Actinostemon sessilifolius Klotzsch,sessilifolius,NA,Klotzsch,SINONIMO,17448,Actinostemon concolor
53957,Euphorbiaceae,Actinostemon,Actinostemon tortuosus Glaz.,tortuosus,NA,Glaz.,SINONIMO,17448,Actinostemon concolor
53890,Euphorbiaceae,Actinostemon,Actinostemon cantagallensis Glaz.,cantagallensis,NA,Glaz.,SINONIMO,17448,Actinostemon concolor
54917,Euphorbiaceae,Dactylostemon,Dactylostemon australis Müll.Arg.,australis,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
54952,Euphorbiaceae,Dactylostemon,Dactylostemon oligandrus Müll.Arg.,oligandrus,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
54955,Euphorbiaceae,Dactylostemon,Dactylostemon sparsifolius Müll.Arg.,sparsifolius,NA,Müll.Arg.,SINONIMO,17448,Actinostemon concolor
55406,Euphorbiaceae,Excoecaria,Excoecaria concolor (Spreng.) Spreng.,concolor,NA,(Spreng.) Spreng.,SINONIMO,17448,Actinostemon concolor
55477,Euphorbiaceae,Gussonia,Gussonia concolor Spreng.,concolor,NA,Spreng.,SINONIMO,17448,Actinostemon concolor
55505,Euphorbiaceae,Gymnanthes,Gymnanthes concolor (Spreng.) Müll.Arg.,concolor,NA,(Spreng.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
55475,Euphorbiaceae,Gussonia,Gussonia australis (Müll.Arg.) Kuntze,australis,NA,(Müll.Arg.) Kuntze,SINONIMO,17448,Actinostemon concolor
57266,Euphorbiaceae,Stillingia,Stillingia concolor (Spreng.) Baill.,concolor,NA,(Spreng.) Baill.,SINONIMO,17448,Actinostemon concolor
53948,Euphorbiaceae,Actinostemon,Actinostemon polymorphus var. grandifolius (Baill.) Müll.Arg.,polymorphus,grandifolius,(Baill.) Müll.Arg.,SINONIMO,17448,Actinostemon concolor
35640,Euphorbiaceae,Actinostemon,Actinostemon oligandrus (Müll.Arg.) Baill.,oligandrus,NA,(Müll.Arg.) Baill.,SINONIMO,17448,Actinostemon concolor
56138,Euphorbiaceae,Manihot,Manihot trifoliata var. platyphylla Ule,trifoliata,platyphylla,Ule,SINONIMO,17595,Manihot caerulescens
17602,Euphorbiaceae,Manihot,Manihot heptaphylla Ule,heptaphylla,NA,Ule,SINONIMO,17595,Manihot caerulescens
55985,Euphorbiaceae,Manihot,Manihot caerulescens var. genuina Müll.Arg.,caerulescens,genuina,Müll.Arg.,SINONIMO,17595,Manihot caerulescens
598760,Euphorbiaceae,Manihot,Manihot coerulescens Pohl,coerulescens,NA,Pohl,SINONIMO,17595,Manihot caerulescens
78581,Fabaceae,Cassia,Cassia eitenorum H.S.Irwin & Barneby,eitenorum,NA,H.S.Irwin & Barneby,SINONIMO,82895,Chamaecrista eitenorum
110168,Fabaceae,Platymiscium,Platymiscium praecox Benth.,praecox,NA,Benth.,SINONIMO,29816,Platymiscium floribundum
110171,Fabaceae,Platymiscium,Platymiscium blanchetii Benth.,blanchetii,NA,Benth.,SINONIMO,29816,Platymiscium floribundum
73310,Rubiaceae,Mapouria,Mapouria herbacea var. orbicularis Müll.Arg.,herbacea,orbicularis,Müll.Arg.,SINONIMO,20746,Geophila orbicularis
18457,Fabaceae,Crotalaria,Crotalaria hookeri Arn.,hookeri,NA,Arn.,SINONIMO,22903,Crotalaria pallida
29580,Fabaceae,Crotalaria,Crotalaria striata DC.,striata,NA,DC.,SINONIMO,22903,Crotalaria pallida
23602,Malvaceae,Quararibea,Quararibea martinii Baill.,martinii,NA,Baill.,SINONIMO,23601,Quararibea guianensis
23602,Malvaceae,Quararibea,Quararibea martinii Baill.,martinii,NA,Baill.,SINONIMO,599520,Quararibea guianensis
76207,Sapotaceae,Ragala,Ragala sanguinolenta Pierre,sanguinolenta,NA,Pierre,SINONIMO,24776,Chrysophyllum sanguinolentum
75664,Sapotaceae,Guapeba,Guapeba torta (Mart.) Pierre,torta,NA,(Mart.) Pierre,SINONIMO,14518,Pouteria torta
75714,Sapotaceae,Labatia,Labatia torta Mart.,torta,NA,Mart.,SINONIMO,14518,Pouteria torta
75806,Sapotaceae,Lucuma,Lucuma torta (Mart.) A.DC.,torta,NA,(Mart.) A.DC.,SINONIMO,14518,Pouteria torta
41272,Apocynaceae,Echites,Echites glaucus Roem. & Schult.,glaucus,NA,Roem. & Schult.,SINONIMO,15558,Hancornia speciosa
41483,Apocynaceae,Hancornia,Hancornia pubescens Nees & Mart.,pubescens,NA,Nees & Mart.,SINONIMO,15558,Hancornia speciosa
42139,Apocynaceae,Willughbeia,Willughbeia pubescens (Nees & Mart.) Mart.,pubescens,NA,(Nees & Mart.) Mart.,SINONIMO,15558,Hancornia speciosa
41477,Apocynaceae,Hancornia,Hancornia gardneri (A.DC.) Miers,gardneri,NA,(A.DC.) Miers,SINONIMO,15558,Hancornia speciosa
78562,Fabaceae,Cassia,Cassia chaetostegia H.S.Irwin & Barneby,chaetostegia,NA,H.S.Irwin & Barneby,SINONIMO,27880,Chamaecrista chaetostegia
78575,Fabaceae,Cassia,Cassia cotinifolia G.Don,cotinifolia,NA,G.Don,SINONIMO,27903,Chamaecrista cotinifolia
116227,Fabaceae,Cassia,Cassia linearifolia G.Don,linearifolia,NA,G.Don,SINONIMO,27986,Chamaecrista linearifolia
115441,Fabaceae,Cassia,Cassia ochnacea Vogel,ochnacea,NA,Vogel,SINONIMO,28013,Chamaecrista ochnacea
116100,Fabaceae,Cassia,Cassia orbiculata Benth.,orbiculata,NA,Benth.,SINONIMO,28021,Chamaecrista orbiculata
115426,Fabaceae,Cassia,Cassia pilosa L.,pilosa,NA,L.,SINONIMO,28033,Chamaecrista pilosa
