taxonid,family,genus,scientificname,specificepithet,infraspecificepithet,scientificnameauthorship,taxonomicstatus,taxonid_base,scientificName_base
78633,Fabaceae,Cassia,Cassia zygophylloides Taub.,zygophylloides,NA,Taub.,SINONIMO,28103,Chamaecrista zygophylloides
114758,Fabaceae,Cassia,Cassia angulata var. miscadena Vogel,angulata,miscadena,Vogel,SINONIMO,28178,Senna angulata
110045,Fabaceae,Cassia,Cassia corifolia Benth.,corifolia,NA,Benth.,SINONIMO,28188,Senna corifolia
82795,Fabaceae,Cassia,Cassia hoffmannseggii var. gardneriana Benth.,hoffmannseggii,gardneriana,Benth.,SINONIMO,83703,Senna georgica
82792,Fabaceae,Cassia,Cassia hirsuta L.,hirsuta,NA,L.,SINONIMO,23152,Senna hirsuta
109437,Fabaceae,Cassia,Cassia pudibunda Mart. ex Benth.,pudibunda,NA,Mart. ex Benth.,SINONIMO,28201,Senna macranthera
114761,Fabaceae,Cassia,Cassia spectabilis DC.,spectabilis,NA,DC.,SINONIMO,23172,Senna spectabilis
78620,Fabaceae,Cassia,Cassia splendida Vogel,splendida,NA,Vogel,SINONIMO,28233,Senna splendida
53471,Eriocaulaceae,Paepalanthus,Paepalanthus helichrysoides Kunth,helichrysoides,NA,Kunth,SINONIMO,7591,Paepalanthus elongatus
53437,Eriocaulaceae,Paepalanthus,Paepalanthus elongatus var. barbulatus Körn.,elongatus,barbulatus,Körn.,SINONIMO,7591,Paepalanthus elongatus
28836,Eriocaulaceae,Paepalanthus,Paepalanthus elongatus var. ciliatus Körn.,elongatus,ciliatus,Körn.,SINONIMO,7591,Paepalanthus elongatus
28837,Eriocaulaceae,Paepalanthus,Paepalanthus elongatus var. glabrescens Moldenke,elongatus,glabrescens,Moldenke,SINONIMO,7591,Paepalanthus elongatus
53438,Eriocaulaceae,Paepalanthus,Paepalanthus elongatus var. helichrysoides (Kunth) Ruhland,elongatus,helichrysoides,(Kunth) Ruhland,SINONIMO,7591,Paepalanthus elongatus
52998,Eriocaulaceae,Dupatya,Dupatya elongata (Bong.) Kuntze,elongata,NA,(Bong.) Kuntze,SINONIMO,7591,Paepalanthus elongatus
53192,Eriocaulaceae,Eriocaulon,Eriocaulon elongatum Bong.,elongatum,NA,Bong.,SINONIMO,7591,Paepalanthus elongatus
53051,Eriocaulaceae,Dupatya,Dupatya macrocephala (Bong.) Kuntze,macrocephala,NA,(Bong.) Kuntze,SINONIMO,28890,Paepalanthus macrocephalus
53240,Eriocaulaceae,Eriocaulon,Eriocaulon macrocephalum Bong.,macrocephalum,NA,Bong.,SINONIMO,28890,Paepalanthus macrocephalus
53249,Eriocaulaceae,Eriocaulon,Eriocaulon molle (Kunth) Steud.,molle,NA,(Kunth) Steud.,SINONIMO,7621,Paepalanthus mollis
35540,Eriocaulaceae,Syngonanthus,Syngonanthus caulescens var. proliferus Moldenke,caulescens,proliferus,Moldenke,SINONIMO,7655,Syngonanthus caulescens
53648,Eriocaulaceae,Syngonanthus,Syngonanthus caulescens var. hirsutus Moldenke,caulescens,hirsutus,Moldenke,SINONIMO,7655,Syngonanthus caulescens
52973,Eriocaulaceae,Dupatya,Dupatya caulescens (Poir.) Kuntze,caulescens,NA,(Poir.) Kuntze,SINONIMO,7655,Syngonanthus caulescens
29025,Eriocaulaceae,Syngonanthus,Syngonanthus caulescens var. angustifolius Moldenke,caulescens,angustifolius,Moldenke,SINONIMO,7655,Syngonanthus caulescens
17396,Eriocaulaceae,Syngonanthus,Syngonanthus glandulosus Gleason,glandulosus,NA,Gleason,SINONIMO,7655,Syngonanthus caulescens
53169,Eriocaulaceae,Eriocaulon,Eriocaulon caulescens Poir.,caulescens,NA,Poir.,SINONIMO,7655,Syngonanthus caulescens
53396,Eriocaulaceae,Paepalanthus,Paepalanthus caulescens (Poir.) Kunth,caulescens,NA,(Poir.) Kunth,SINONIMO,7655,Syngonanthus caulescens
17397,Eriocaulaceae,Syngonanthus,Syngonanthus glandulosus var. epapillosus Moldenke,glandulosus,epapillosus,Moldenke,SINONIMO,7655,Syngonanthus caulescens
52988,Eriocaulaceae,Dupatya,Dupatya densiflora (Körn.) Kuntze,densiflora,NA,(Körn.) Kuntze,SINONIMO,7658,Syngonanthus densiflorus
29048,Eriocaulaceae,Syngonanthus,Syngonanthus densifolius Silveira var. densifolius,densifolius,densifolius,Silveira,SINONIMO,29046,Syngonanthus densifolius
56142,Euphorbiaceae,Manihot,Manihot tripartita var. genuina Müll.Arg.,tripartita,genuina,Müll.Arg.,SINONIMO,17611,Manihot tripartita
54000,Euphorbiaceae,Adenoropium,Adenoropium tripartitum (Spreng.) Pohl,tripartitum,NA,(Spreng.) Pohl,SINONIMO,17611,Manihot tripartita
79138,Fabaceae,Platymiscium,Platymiscium duckei var. nigrum Ducke,duckei,nigrum,Ducke,SINONIMO,29819,Platymiscium trinitatis
79137,Fabaceae,Platymiscium,Platymiscium duckei var. durum Ducke,duckei,durum,Ducke,SINONIMO,29819,Platymiscium trinitatis
79136,Fabaceae,Platymiscium,Platymiscium duckei Huber,duckei,NA,Huber,SINONIMO,29819,Platymiscium trinitatis
83638,Fabaceae,Platymiscium,Platymiscium nigrum Ducke,nigrum,NA,Ducke,SINONIMO,29819,Platymiscium trinitatis
20722,Rubiaceae,Coussarea,Coussarea bahiensis Müll.Arg.,bahiensis,NA,Müll.Arg.,SINONIMO,13899,Coussarea contracta
72338,Rubiaceae,Coussarea,Coussarea virens Müll.Arg.,virens,NA,Müll.Arg.,SINONIMO,13899,Coussarea contracta
72322,Rubiaceae,Coussarea,Coussarea hoehnei (K.Krause) Standl.,hoehnei,NA,(K.Krause) Standl.,SINONIMO,13899,Coussarea contracta
72631,Rubiaceae,Faramea,Faramea hassleriana Chodat,hassleriana,NA,Chodat,SINONIMO,13899,Coussarea contracta
72628,Rubiaceae,Faramea,Faramea fiebrigii K.Krause,fiebrigii,NA,K.Krause,SINONIMO,13899,Coussarea contracta
72632,Rubiaceae,Faramea,Faramea hoehnei K.Krause,hoehnei,NA,K.Krause,SINONIMO,13899,Coussarea contracta
72622,Rubiaceae,Faramea,Faramea contracta Walp.,contracta,NA,Walp.,SINONIMO,13899,Coussarea contracta
74307,Rubiaceae,Rubia,Rubia rupestris Gardner,rupestris,NA,Gardner,SINONIMO,14032,Galium hypocarpium
74303,Rubiaceae,Rubia,Rubia ramosissima Pohl ex DC.,ramosissima,NA,Pohl ex DC.,SINONIMO,14032,Galium hypocarpium
72731,Rubiaceae,Galium,Galium pauciflorum Willd. ex K.Schum.,pauciflorum,NA,Willd. ex K.Schum.,SINONIMO,14032,Galium hypocarpium
74291,Rubiaceae,Rubia,Rubia glabra Gardner,glabra,NA,Gardner,SINONIMO,14032,Galium hypocarpium
74167,Rubiaceae,Relbunium,Relbunium hypocarpium subsp. fluminense (Vell.) Ehrend.,hypocarpium,fluminense,(Vell.) Ehrend.,SINONIMO,14032,Galium hypocarpium
74168,Rubiaceae,Relbunium,Relbunium hypocarpium subsp. grandifolium Ehrend.,hypocarpium,grandifolium,Ehrend.,SINONIMO,14032,Galium hypocarpium
74171,Rubiaceae,Relbunium,Relbunium hypocarpium subsp. nitidum (Kunth) Ehrend.,hypocarpium,nitidum,(Kunth) Ehrend.,SINONIMO,14032,Galium hypocarpium
72741,Rubiaceae,Galium,Galium rotundifolium var. bermudense (L.) Kuntze,rotundifolium,bermudense,(L.) Kuntze,SINONIMO,14032,Galium hypocarpium
74165,Rubiaceae,Relbunium,Relbunium hypocarpium var. alpestre K.Schum.,hypocarpium,alpestre,K.Schum.,SINONIMO,14032,Galium hypocarpium
74304,Rubiaceae,Rubia,Rubia ramosissima var. hispida Wawra,ramosissima,hispida,Wawra,SINONIMO,14032,Galium hypocarpium
72712,Rubiaceae,Galium,Galium croceum Ruiz & Pav.,croceum,NA,Ruiz & Pav.,SINONIMO,14032,Galium hypocarpium
72717,Rubiaceae,Galium,Galium fluminense Vell.,fluminense,NA,Vell.,SINONIMO,14032,Galium hypocarpium
72728,Rubiaceae,Galium,Galium ovale Ruiz & Pav.,ovale,NA,Ruiz & Pav.,SINONIMO,14032,Galium hypocarpium
72737,Rubiaceae,Galium,Galium repugnans Kunze ex Poepp.,repugnans,NA,Kunze ex Poepp.,SINONIMO,14032,Galium hypocarpium
72700,Rubiaceae,Galium,Galium albicans Wedd.,albicans,NA,Wedd.,SINONIMO,14032,Galium hypocarpium
72733,Rubiaceae,Galium,Galium quitense Wedd.,quitense,NA,Wedd.,SINONIMO,14032,Galium hypocarpium
72703,Rubiaceae,Galium,Galium brasiliense Wawra,brasiliense,NA,Wawra,SINONIMO,14032,Galium hypocarpium
72727,Rubiaceae,Galium,Galium orinocense (Kunth) Spreng.,orinocense,NA,(Kunth) Spreng.,SINONIMO,14032,Galium hypocarpium
72718,Rubiaceae,Galium,Galium gardneri Walp.,gardneri,NA,Walp.,SINONIMO,14032,Galium hypocarpium
74164,Rubiaceae,Relbunium,Relbunium hypocarpium (L.) Hemsl.,hypocarpium,NA,(L.) Hemsl.,SINONIMO,14032,Galium hypocarpium
74191,Rubiaceae,Relbunium,Relbunium relbun (Cham. & Schltdl.) Herter,relbun,NA,(Cham. & Schltdl.) Herter,SINONIMO,14032,Galium hypocarpium
74282,Rubiaceae,Rubia,Rubia affinis Gardner,affinis,NA,Gardner,SINONIMO,14032,Galium hypocarpium
74300,Rubiaceae,Rubia,Rubia orinocensis Kunth,orinocensis,NA,Kunth,SINONIMO,14032,Galium hypocarpium
74293,Rubiaceae,Rubia,Rubia hispida Willd. ex Spreng.,hispida,NA,Willd. ex Spreng.,SINONIMO,14032,Galium hypocarpium
74284,Rubiaceae,Rubia,Rubia brownei Spreng.,brownei,NA,Spreng.,SINONIMO,14032,Galium hypocarpium
74301,Rubiaceae,Rubia,Rubia ovalis (Ruiz & Pav.) DC.,ovalis,NA,(Ruiz & Pav.) DC.,SINONIMO,14032,Galium hypocarpium
74286,Rubiaceae,Rubia,Rubia crocea (Ruiz & Pav.) DC.,crocea,NA,(Ruiz & Pav.) DC.,SINONIMO,14032,Galium hypocarpium
74295,Rubiaceae,Rubia,Rubia incana Kunth,incana,NA,Kunth,SINONIMO,14032,Galium hypocarpium
74305,Rubiaceae,Rubia,Rubia relbun Cham. & Schltdl.,relbun,NA,Cham. & Schltdl.,SINONIMO,14032,Galium hypocarpium
74298,Rubiaceae,Rubia,Rubia nitida Kunth,nitida,NA,Kunth,SINONIMO,14032,Galium hypocarpium
75328,Rubiaceae,Valantia,Valantia hypocarpia L.,hypocarpia,NA,L.,SINONIMO,14032,Galium hypocarpium
74296,Rubiaceae,Rubia,Rubia indecora Cham. & Schltdl.,indecora,NA,Cham. & Schltdl.,SINONIMO,14032,Galium hypocarpium
74294,Rubiaceae,Rubia,Rubia hypocarpia (L.) DC.,hypocarpia,NA,(L.) DC.,SINONIMO,14032,Galium hypocarpium
74285,Rubiaceae,Rubia,Rubia chilensis Willd.,chilensis,NA,Willd.,SINONIMO,14032,Galium hypocarpium
72742,Rubiaceae,Galium,Galium rupestre (Gardner) Walp.,rupestre,NA,(Gardner) Walp.,SINONIMO,14032,Galium hypocarpium
72736,Rubiaceae,Galium,Galium relbun (Cham. & Schltdl.) Clos,relbun,NA,(Cham. & Schltdl.) Clos,SINONIMO,14032,Galium hypocarpium
60922,Primulaceae,Myrsine,Myrsine marginata Hook. & Arn.,marginata,NA,Hook. & Arn.,SINONIMO,14462,Chrysophyllum marginatum
75578,Sapotaceae,Cynodendron,Cynodendron marginatum (Hook. & Arn.) Baehni,marginatum,NA,(Hook. & Arn.) Baehni,SINONIMO,14462,Chrysophyllum marginatum
50600,Cyperaceae,Fimbristylis,Fimbristylis hispidula (Vahl) Kunth,hispidula,NA,(Vahl) Kunth,SINONIMO,34889,Bulbostylis hispidula
50579,Cyperaceae,Fimbristylis,Fimbristylis exilis var. hirsutissima Cherm.,exilis,hirsutissima,Cherm.,SINONIMO,34889,Bulbostylis hispidula
48871,Cyperaceae,Abildgaardia,Abildgaardia hispidula (Vahl) Lye,hispidula,NA,(Vahl) Lye,SINONIMO,34889,Bulbostylis hispidula
49001,Cyperaceae,Bulbostylis,Bulbostylis woronowii Palla,woronowii,NA,Palla,SINONIMO,34889,Bulbostylis hispidula
49174,Cyperaceae,Chaetospora,Chaetospora distachya Nees,distachya,NA,Nees,SINONIMO,34889,Bulbostylis hispidula
50531,Cyperaceae,Fimbristylis,Fimbristylis chirigota (C.Wright) Alain,chirigota,NA,(C.Wright) Alain,SINONIMO,34889,Bulbostylis hispidula
50534,Cyperaceae,Fimbristylis,Fimbristylis clavinux C.B.Clarke,clavinux,NA,C.B.Clarke,SINONIMO,34889,Bulbostylis hispidula
50578,Cyperaceae,Fimbristylis,Fimbristylis exilis (Kunth) Roem. & Schult.,exilis,NA,(Kunth) Roem. & Schult.,SINONIMO,34889,Bulbostylis hispidula
50595,Cyperaceae,Fimbristylis,Fimbristylis hildebrandtii (Boeckeler) Ridl.,hildebrandtii,NA,(Boeckeler) Ridl.,SINONIMO,34889,Bulbostylis hispidula
50645,Cyperaceae,Fimbristylis,Fimbristylis preslii Kunth,preslii,NA,Kunth,SINONIMO,34889,Bulbostylis hispidula
50690,Cyperaceae,Fimbristylis,Fimbristylis trichophora Steud. ex C.B.Clarke,trichophora,NA,Steud. ex C.B.Clarke,SINONIMO,34889,Bulbostylis hispidula
50921,Cyperaceae,Isolepis,Isolepis consocialis Steud.,consocialis,NA,Steud.,SINONIMO,34889,Bulbostylis hispidula
50893,Cyperaceae,Isolepis,Isolepis abyssinica Hochst. ex C.B.Clarke,abyssinica,NA,Hochst. ex C.B.Clarke,SINONIMO,34889,Bulbostylis hispidula
50987,Cyperaceae,Isolepis,Isolepis pubiculmis Boeckeler,pubiculmis,NA,Boeckeler,SINONIMO,34889,Bulbostylis hispidula
50988,Cyperaceae,Isolepis,Isolepis pubigera Rchb. ex Kunth,pubigera,NA,Rchb. ex Kunth,SINONIMO,34889,Bulbostylis hispidula
51011,Cyperaceae,Isolepis,Isolepis schweinfurthiana Oliv.,schweinfurthiana,NA,Oliv.,SINONIMO,34889,Bulbostylis hispidula
52041,Cyperaceae,Scirpus,Scirpus chirigota C.Wright,chirigota,NA,C.Wright,SINONIMO,34889,Bulbostylis hispidula
52074,Cyperaceae,Scirpus,Scirpus exilis (Kunth) Poir.,exilis,NA,(Kunth) Poir.,SINONIMO,34889,Bulbostylis hispidula
52107,Cyperaceae,Scirpus,Scirpus hispidulus Vahl,hispidulus,NA,Vahl,SINONIMO,34889,Bulbostylis hispidula
52540,Cyperaceae,Trichelostylis,Trichelostylis pilosula Nees ex Boeckeler,pilosula,NA,Nees ex Boeckeler,SINONIMO,34889,Bulbostylis hispidula
50982,Cyperaceae,Isolepis,Isolepis perrottetii Steud.,perrottetii,NA,Steud.,SINONIMO,34889,Bulbostylis hispidula
50933,Cyperaceae,Isolepis,Isolepis exilis Kunth,exilis,NA,Kunth,SINONIMO,34889,Bulbostylis hispidula
55056,Euphorbiaceae,Dalechampia,Dalechampia villosa Lam.,villosa,NA,Lam.,SINONIMO,17556,Dalechampia scandens
595290,Phyllanthaceae,Phyllanthus,Phyllanthus guianensis (Aubl.) Müll.Arg.,guianensis,NA,(Aubl.) Müll.Arg.,SINONIMO,38492,Phyllanthus attenuatus
33235,Verbenaceae,Stachytarpheta,Stachytarpheta gesnerioides var. cuneata Schauer,gesnerioides,cuneata,Schauer,SINONIMO,33233,Stachytarpheta gesnerioides
33220,Verbenaceae,Stachytarpheta,Stachytarpheta azurea Moldenke,azurea,NA,Moldenke,SINONIMO,33233,Stachytarpheta gesnerioides
39771,Verbenaceae,Stachytarpheta,Stachytarpheta spathulata subsp. mogolensis S.Atkins,spathulata,mogolensis,S.Atkins,SINONIMO,39770,Stachytarpheta spathulata
39640,Verbenaceae,Bouchea,Bouchea chascanoides Moldenke,chascanoides,NA,Moldenke,SINONIMO,39770,Stachytarpheta spathulata
46624,Bromeliaceae,Ortgiesia,Ortgiesia blumenavii (Reitz) L.B.Sm. & W.J.Kress,blumenavii,NA,(Reitz) L.B.Sm. & W.J.Kress,SINONIMO,5769,Aechmea blumenavii
47904,Caryocaraceae,Pekea,Pekea ternata Poir.,ternata,NA,Poir.,SINONIMO,22408,Caryocar glabrum
47909,Caryocaraceae,Rhizobolus,Rhizobolus glaber (Aubl.) Corrêa ex Steud.,glaber,NA,(Aubl.) Corrêa ex Steud.,SINONIMO,22408,Caryocar glabrum
47888,Caryocaraceae,Caryocar,Caryocar coccineum Pilg.,coccineum,NA,Pilg.,SINONIMO,22408,Caryocar glabrum
47896,Caryocaraceae,Caryocar,Caryocar tessmannii Pilg.,tessmannii,NA,Pilg.,SINONIMO,22408,Caryocar glabrum
47898,Caryocaraceae,Caryocar,Caryocar toxiferum Barb.Rodr.,toxiferum,NA,Barb.Rodr.,SINONIMO,22408,Caryocar glabrum
47911,Caryocaraceae,Rhizobolus,Rhizobolus saouvari Corrêa,saouvari,NA,Corrêa,SINONIMO,22408,Caryocar glabrum
47912,Caryocaraceae,Rhizobolus,Rhizobolus souari Steud.,souari,NA,Steud.,SINONIMO,22408,Caryocar glabrum
47916,Caryocaraceae,Souari,Souari glabra Aubl.,glabra,NA,Aubl.,SINONIMO,22408,Caryocar glabrum
48285,Clethraceae,Crossophrys,Crossophrys chamissonis Klotzsch ex Meisn.,chamissonis,NA,Klotzsch ex Meisn.,SINONIMO,6824,Clethra scabra
48273,Clethraceae,Clethra,Clethra brasiliensis Cham. & Schltdl.,brasiliensis,NA,Cham. & Schltdl.,SINONIMO,6824,Clethra scabra
48284,Clethraceae,Crossophrys,Crossophrys brasiliensis (Cham. & Schltdl.) Klotzsch ex Meisn.,brasiliensis,NA,(Cham. & Schltdl.) Klotzsch ex Meisn.,SINONIMO,6824,Clethra scabra
54612,Euphorbiaceae,Croton,Croton glandulosus var. crenatifolius A.M.Ferguson,glandulosus,crenatifolius,A.M.Ferguson,SINONIMO,17514,Croton glandulosus
54613,Euphorbiaceae,Croton,Croton glandulosus var. croftiae A.M.Ferguson,glandulosus,croftiae,A.M.Ferguson,SINONIMO,17514,Croton glandulosus
54615,Euphorbiaceae,Croton,Croton glandulosus var. floridanus (A.M.Ferguson) R.W.Long,glandulosus,floridanus,(A.M.Ferguson) R.W.Long,SINONIMO,17514,Croton glandulosus
54616,Euphorbiaceae,Croton,Croton glandulosus var. genuinus Müll.Arg.,glandulosus,genuinus,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54621,Euphorbiaceae,Croton,Croton glandulosus var. intermedius Müll.Arg.,glandulosus,intermedius,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54624,Euphorbiaceae,Croton,Croton glandulosus var. martii Müll.Arg.,glandulosus,martii,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54625,Euphorbiaceae,Croton,Croton glandulosus var. occidentalis Müll.Arg.,glandulosus,occidentalis,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54626,Euphorbiaceae,Croton,Croton glandulosus var. parviseminus Croizat,glandulosus,parviseminus,Croizat,SINONIMO,17514,Croton glandulosus
54628,Euphorbiaceae,Croton,Croton glandulosus var. sagotii Müll.Arg.,glandulosus,sagotii,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54630,Euphorbiaceae,Croton,Croton glandulosus var. scordioides (Lam.) Müll.Arg.,glandulosus,scordioides,(Lam.) Müll.Arg.,SINONIMO,17514,Croton glandulosus
54629,Euphorbiaceae,Croton,Croton glandulosus var. schomburgkianus Müll.Arg.,glandulosus,schomburgkianus,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54632,Euphorbiaceae,Croton,Croton glandulosus var. shortii A.M.Ferguson,glandulosus,shortii,A.M.Ferguson,SINONIMO,17514,Croton glandulosus
54633,Euphorbiaceae,Croton,Croton glandulosus var. sieberi Müll.Arg.,glandulosus,sieberi,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54634,Euphorbiaceae,Croton,Croton glandulosus var. simpsonii A.M.Ferguson,glandulosus,simpsonii,A.M.Ferguson,SINONIMO,17514,Croton glandulosus
54637,Euphorbiaceae,Croton,Croton glandulosus var. tenellus Müll.Arg.,glandulosus,tenellus,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54638,Euphorbiaceae,Croton,Croton glandulosus var. warmingii Müll.Arg.,glandulosus,warmingii,Müll.Arg.,SINONIMO,17514,Croton glandulosus
29212,Euphorbiaceae,Croton,Croton klotzschii (Didr.) Müll.Arg.,klotzschii,NA,(Didr.) Müll.Arg.,SINONIMO,17514,Croton glandulosus
54283,Euphorbiaceae,Brachystachys,Brachystachys hirta Klotzsch,hirta,NA,Klotzsch,SINONIMO,17514,Croton glandulosus
54596,Euphorbiaceae,Croton,Croton floridanus A.M.Ferguson,floridanus,NA,A.M.Ferguson,SINONIMO,17514,Croton glandulosus
54582,Euphorbiaceae,Croton,Croton divaricatus Sw.,divaricatus,NA,Sw.,SINONIMO,17514,Croton glandulosus
55060,Euphorbiaceae,Decarinium,Decarinium latifolium Raf.,latifolium,NA,Raf.,SINONIMO,17514,Croton glandulosus
54833,Euphorbiaceae,Croton,Croton scordioides Lam.,scordioides,NA,Lam.,SINONIMO,17514,Croton glandulosus
54610,Euphorbiaceae,Croton,Croton glandulosus var. angustifolius Müll.Arg.,glandulosus,angustifolius,Müll.Arg.,SINONIMO,17514,Croton glandulosus
54614,Euphorbiaceae,Croton,Croton glandulosus var. divaricatus (Sw.) Müll.Arg.,glandulosus,divaricatus,(Sw.) Müll.Arg.,SINONIMO,17514,Croton glandulosus
54636,Euphorbiaceae,Croton,Croton glandulosus var. surinamensis Geiseler,glandulosus,surinamensis,Geiseler,SINONIMO,17514,Croton glandulosus
54658,Euphorbiaceae,Croton,Croton herbaceus Vell.,herbaceus,NA,Vell.,SINONIMO,17514,Croton glandulosus
55059,Euphorbiaceae,Decarinium,Decarinium glandulosum (L.) Raf.,glandulosum,NA,(L.) Raf.,SINONIMO,17514,Croton glandulosus
56349,Euphorbiaceae,Oxydectes,Oxydectes glandulosa (L.) Kuntze,glandulosa,NA,(L.) Kuntze,SINONIMO,17514,Croton glandulosus
56618,Euphorbiaceae,Pleopadium,Pleopadium ciliatum Raf.,ciliatum,NA,Raf.,SINONIMO,17514,Croton glandulosus
17503,Euphorbiaceae,Croton,Croton astraeatus Baill.,astraeatus,NA,Baill.,SINONIMO,17514,Croton glandulosus
54567,Euphorbiaceae,Croton,Croton corchorifolius Geiseler,corchorifolius,NA,Geiseler,SINONIMO,17514,Croton glandulosus
56350,Euphorbiaceae,Oxydectes,Oxydectes glandulosa var. genuina Kuntze,glandulosa,genuina,Kuntze,SINONIMO,17514,Croton glandulosus
54497,Euphorbiaceae,Croton,Croton affinis Geiseler,affinis,NA,Geiseler,SINONIMO,17514,Croton glandulosus
55606,Euphorbiaceae,Hevea,Hevea pauciflora var. typica Ducke,pauciflora,typica,Ducke,SINONIMO,36101,Hevea pauciflora
57247,Euphorbiaceae,Siphonia,Siphonia pauciflora Spruce ex Benth.,pauciflora,NA,Spruce ex Benth.,SINONIMO,36101,Hevea pauciflora
58193,Juncaceae,Juncus,Juncus acutus var. megalocarpus Asch. & Graebn.,acutus,megalocarpus,Asch. & Graebn.,SINONIMO,36439,Juncus acutus
74964,Rubiaceae,Uragoga,Uragoga deflexa (DC.) Kuntze,deflexa,NA,(DC.) Kuntze,SINONIMO,14170,Psychotria deflexa
120637,Fabaceae,Hymenolobium,Hymenolobium stipulatum N.F. Mattos,stipulatum,NA,N.F. Mattos,SINONIMO,79084,Hymenolobium janeirense
101229,Calophyllaceae,Caraipa,Caraipa grandifolia subsp. palustris (Barb.Rodr.) Ducke,grandifolia,palustris,(Barb.Rodr.) Ducke,SINONIMO,81759,Caraipa grandifolia
81767,Calophyllaceae,Caraipa,Caraipa paraensis Huber,paraensis,NA,Huber,SINONIMO,81759,Caraipa grandifolia
101219,Calophyllaceae,Caraipa,Caraipa calophylla Benth.,calophylla,NA,Benth.,SINONIMO,81759,Caraipa grandifolia
101231,Calophyllaceae,Caraipa,Caraipa lacerdaei Barb.Rodr.,lacerdaei,NA,Barb.Rodr.,SINONIMO,81759,Caraipa grandifolia
101237,Calophyllaceae,Caraipa,Caraipa palustris Barb.Rodr.,palustris,NA,Barb.Rodr.,SINONIMO,81759,Caraipa grandifolia
101225,Calophyllaceae,Caraipa,Caraipa glabrata Mart.,glabrata,NA,Mart.,SINONIMO,81759,Caraipa grandifolia
594048,Ericaceae,Vaccinium,Vaccinium subcrenulatum Klotzsch ex Meissner,subcrenulatum,NA,Klotzsch ex Meissner,SINONIMO,82379,Vaccinium puberulum
78601,Fabaceae,Cassia,Cassia negrensis H.S.Irwin,negrensis,NA,H.S.Irwin,SINONIMO,82907,Chamaecrista negrensis
82825,Fabaceae,Cassia,Cassia quinquangulata Rich.,quinquangulata,NA,Rich.,SINONIMO,23166,Senna quinquangulata
31408,Fabaceae,Stryphnodendron,Stryphnodendron goyazense Taub.,goyazense,NA,Taub.,SINONIMO,83743,Stryphnodendron rotundifolium
83736,Fabaceae,Stryphnodendron,Stryphnodendron obovatum Benth.,obovatum,NA,Benth.,SINONIMO,83743,Stryphnodendron rotundifolium
125782,Fabaceae,Stryphnodendron,Stryphnodendron discolor Benth.,discolor,NA,Benth.,SINONIMO,83743,Stryphnodendron rotundifolium
83121,Fabaceae,Dipteryx,Dipteryx cordata (Ducke) R.S.Cowan,cordata,NA,(Ducke) R.S.Cowan,SINONIMO,79146,Taralea cordata
84084,Humiriaceae,Humiria,Humiria floribunda (Mart.) Urb.,floribunda,NA,(Mart.) Urb.,SINONIMO,7975,Humiria balsamifera
84083,Humiriaceae,Humiria,Humiria cuspidatum Benth.,cuspidatum,NA,Benth.,SINONIMO,23296,Humiriastrum cuspidatum
84879,Malvaceae,Bombax,Bombax rigidifoliium Ducke,rigidifoliium,NA,Ducke,SINONIMO,23585,Pachira aquatica
23531,Malvaceae,Apeiba,Apeiba aspera Aubl.,aspera,NA,Aubl.,SINONIMO,85058,Apeiba echinata
85060,Malvaceae,Apeiba,Apeiba macropetala Ducke,macropetala,NA,Ducke,SINONIMO,85058,Apeiba echinata
596810,Malvaceae,Apeiba,Apeiba petoumo Aubl.,petoumo,NA,Aubl.,SINONIMO,85058,Apeiba echinata
599384,Malvaceae,Apeiba,Apeiba discolor G. Don,discolor,NA,G. Don,SINONIMO,85058,Apeiba echinata
597730,Malvaceae,Apeiba,Apeiba hispida Gaertn.,hispida,NA,Gaertn.,SINONIMO,85058,Apeiba echinata
71430,Rubiaceae,Alibertia,Alibertia myrciifolia var. tepuiensis Steyerm.,myrciifolia,tepuiensis,Steyerm.,SINONIMO,13892,Cordiera myrciifolia
24413,Rubiaceae,Alibertia,Alibertia myrciifolia Spruce ex K.Schum.,myrciifolia,NA,Spruce ex K.Schum.,SINONIMO,13892,Cordiera myrciifolia
71438,Rubiaceae,Alibertia,Alibertia triloba Steyerm.,triloba,NA,Steyerm.,SINONIMO,13892,Cordiera myrciifolia
71441,Rubiaceae,Alibertia,Alibertia uniflora Standl.,uniflora,NA,Standl.,SINONIMO,13892,Cordiera myrciifolia
87774,Sapindaceae,Paullinia,Paullinia cupana var. sorbilis (Mart.) Ducke,cupana,sorbilis,(Mart.) Ducke,SINONIMO,24714,Paullinia cupana
135031,Sapindaceae,Paullinia,Paullinia sorbilis T. Mart.,sorbilis,NA,T. Mart.,SINONIMO,24714,Paullinia cupana
115455,Cyatheaceae,Hemitelia,Hemitelia capensis (L.f.) Spreng.,capensis,NA,(L.f.) Spreng.,SINONIMO,90852,Alsophila capensis
115454,Cyatheaceae,Cyathea,Cyathea capensis (L.f.) J.Sm.,capensis,NA,(L.f.) J.Sm.,SINONIMO,90852,Alsophila capensis
